"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455887,"2011/11/21","Mon",0.71195
2455888,"2011/11/22","Tue",0.71449
2455889,"2011/11/23","Wed",0.71490
2455890,"2011/11/24","Thu",0.71603
2455891,"2011/11/25","Fri",0.72005
"(C) 2011 Prof. Werner Antweiler, UBC"
