"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456349,"2013/02/25","Mon",0.73954
2456350,"2013/02/26","Tue",0.74521
2456351,"2013/02/27","Wed",0.74455
2456352,"2013/02/28","Thu",0.74338
2456353,"2013/03/01","Fri",0.74867
"(C) 2013 Prof. Werner Antweiler, UBC"
