"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456167,"2012/08/27","Mon",0.80782
2456168,"2012/08/28","Tue",0.80691
2456169,"2012/08/29","Wed",0.80769
2456170,"2012/08/30","Thu",0.80613
2456171,"2012/08/31","Fri",0.80613
"(C) 2012 Prof. Werner Antweiler, UBC"
