"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456202,"2012/10/01","Mon",0.98097
2456203,"2012/10/02","Tue",0.98863
2456204,"2012/10/03","Wed",0.99167
2456205,"2012/10/04","Thu",0.99542
2456206,"2012/10/05","Fri",1.00251
"(C) 2012 Prof. Werner Antweiler, UBC"
