"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455733,"2011/06/20","Mon",0.96534
2455734,"2011/06/21","Tue",0.97059
2455735,"2011/06/22","Wed",0.96702
2455736,"2011/06/23","Thu",0.97342
2455737,"2011/06/24","Fri",0.96497
"(C) 2011 Prof. Werner Antweiler, UBC"
