"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456020,"2012/04/02","Mon",1.0084
2456021,"2012/04/03","Tue",1.0091
2456022,"2012/04/04","Wed",1.0038
2456023,"2012/04/05","Thu",1.0072
"(C) 2012 Prof. Werner Antweiler, UBC"
