"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455957,"2012/01/30","Mon",76.046
2455958,"2012/01/31","Tue",75.930
2455959,"2012/02/01","Wed",76.394
2455960,"2012/02/02","Thu",76.278
2455961,"2012/02/03","Fri",76.982
"(C) 2012 Prof. Werner Antweiler, UBC"
