"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455831,"2011/09/26","Mon",0.87275
2455832,"2011/09/27","Tue",0.87912
2455833,"2011/09/28","Wed",0.87589
2455834,"2011/09/29","Thu",0.86558
2455835,"2011/09/30","Fri",0.87108
2455838,"2011/10/03","Mon",0.87665
2455839,"2011/10/04","Tue",0.86994
2455840,"2011/10/05","Wed",0.88339
2455841,"2011/10/06","Thu",0.88409
2455842,"2011/10/07","Fri",0.88629
"(C) 2011 Prof. Werner Antweiler, UBC"
