"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456748,"2014/03/31","Mon",0.90473
2456749,"2014/04/01","Tue",0.90687
2456750,"2014/04/02","Wed",0.90654
2456751,"2014/04/03","Thu",0.90621
2456752,"2014/04/04","Fri",0.91091
"(C) 2014 Prof. Werner Antweiler, UBC"
