"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456139,"2012/07/30","Mon",0.95039
2456140,"2012/07/31","Tue",0.94913
2456141,"2012/08/01","Wed",0.94922
2456142,"2012/08/02","Thu",0.95111
2456143,"2012/08/03","Fri",0.94778
"(C) 2012 Prof. Werner Antweiler, UBC"
