"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456622,"2013/11/25","Mon",0.70175
2456623,"2013/11/26","Tue",0.69954
2456624,"2013/11/27","Wed",0.69589
2456625,"2013/11/28","Thu",0.69415
2456626,"2013/11/29","Fri",0.69353
"(C) 2013 Prof. Werner Antweiler, UBC"
