"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456594,"2013/10/28","Mon",1.0006
2456595,"2013/10/29","Tue",1.0080
2456596,"2013/10/30","Wed",1.0078
2456597,"2013/10/31","Thu",1.0125
2456598,"2013/11/01","Fri",1.0147
"(C) 2013 Prof. Werner Antweiler, UBC"
