"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456717,"2014/02/28","Fri",0.53908
2456720,"2014/03/03","Mon",0.53949
2456721,"2014/03/04","Tue",0.53999
2456722,"2014/03/05","Wed",0.54095
2456723,"2014/03/06","Thu",0.54469
2456724,"2014/03/07","Fri",0.53923
"(C) 2014 Prof. Werner Antweiler, UBC"
