"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456629,"2013/12/02","Mon",0.69396
2456630,"2013/12/03","Tue",0.68942
2456631,"2013/12/04","Wed",0.68975
2456632,"2013/12/05","Thu",0.68795
2456633,"2013/12/06","Fri",0.68507
"(C) 2013 Prof. Werner Antweiler, UBC"
