"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456041,"2012/04/23","Mon",81.699
2456042,"2012/04/24","Tue",82.169
2456043,"2012/04/25","Wed",82.576
2456044,"2012/04/26","Thu",82.102
2456045,"2012/04/27","Fri",82.034
"(C) 2012 Prof. Werner Antweiler, UBC"
