"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455107,"2009/10/02","Fri",82.645
2455110,"2009/10/05","Mon",83.264
2455111,"2009/10/06","Tue",83.963
2455112,"2009/10/07","Wed",83.612
2455113,"2009/10/08","Thu",83.963
2455114,"2009/10/09","Fri",86.058
"(C) 2009 Prof. Werner Antweiler, UBC"
