"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456216,"2012/10/15","Mon",0.95383
2456217,"2012/10/16","Tue",0.94118
2456218,"2012/10/17","Wed",0.94091
2456219,"2012/10/18","Thu",0.94047
2456220,"2012/10/19","Fri",0.93493
2456223,"2012/10/22","Mon",0.93223
2456224,"2012/10/23","Tue",0.93905
2456225,"2012/10/24","Wed",0.93941
2456226,"2012/10/25","Thu",0.93905
2456227,"2012/10/26","Fri",0.93580
"(C) 2012 Prof. Werner Antweiler, UBC"
