"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455924,"2011/12/28","Wed",0.92166
2455925,"2011/12/29","Thu",0.92183
2455926,"2011/12/30","Fri",0.92200
"(C) 2011 Prof. Werner Antweiler, UBC"
