"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455930,"2012/01/03","Tue",0.95493
2455931,"2012/01/04","Wed",0.95356
2455932,"2012/01/05","Thu",0.95648
2455933,"2012/01/06","Fri",0.95493
"(C) 2012 Prof. Werner Antweiler, UBC"
