"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456769,"2014/04/21","Mon",0.54036
2456770,"2014/04/22","Tue",0.53882
2456771,"2014/04/23","Wed",0.54063
2456772,"2014/04/24","Thu",0.53993
2456773,"2014/04/25","Fri",0.53879
"(C) 2014 Prof. Werner Antweiler, UBC"
