"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456132,"2012/07/23","Mon",0.97362
2456133,"2012/07/24","Tue",0.97532
2456134,"2012/07/25","Wed",0.97238
2456135,"2012/07/26","Thu",0.96824
2456136,"2012/07/27","Fri",0.96506
"(C) 2012 Prof. Werner Antweiler, UBC"
