"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455642,"2011/03/21","Mon",1.01885
2455643,"2011/03/22","Tue",1.01174
2455644,"2011/03/23","Wed",1.00756
2455645,"2011/03/24","Thu",1.00381
2455646,"2011/03/25","Fri",0.99453
"(C) 2011 Prof. Werner Antweiler, UBC"
