"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455831,"2011/09/26","Mon",0.96721
2455832,"2011/09/27","Tue",0.98126
2455833,"2011/09/28","Wed",0.97799
2455834,"2011/09/29","Thu",0.96730
2455835,"2011/09/30","Fri",0.96256
2455838,"2011/10/03","Mon",0.95785
2455839,"2011/10/04","Tue",0.94304
2455840,"2011/10/05","Wed",0.95703
2455841,"2011/10/06","Thu",0.95877
2455842,"2011/10/07","Fri",0.96824
"(C) 2011 Prof. Werner Antweiler, UBC"
