"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456321,"2013/01/28","Mon",0.99315
2456322,"2013/01/29","Tue",0.99711
2456323,"2013/01/30","Wed",0.99671
2456324,"2013/01/31","Thu",1.00080
2456325,"2013/02/01","Fri",1.00130
"(C) 2013 Prof. Werner Antweiler, UBC"
