"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456314,"2013/01/21","Mon",1.00675
2456315,"2013/01/22","Tue",1.00664
2456316,"2013/01/23","Wed",1.00140
2456317,"2013/01/24","Thu",0.99741
2456318,"2013/01/25","Fri",0.99226
"(C) 2013 Prof. Werner Antweiler, UBC"
