"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455859,"2011/10/24","Mon",0.62317
2455860,"2011/10/25","Tue",0.61645
2455861,"2011/10/26","Wed",0.62247
2455862,"2011/10/27","Thu",0.62551
2455863,"2011/10/28","Fri",0.62267
"(C) 2011 Prof. Werner Antweiler, UBC"
