"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456594,"2013/10/28","Mon",93.545
2456595,"2013/10/29","Tue",93.897
2456596,"2013/10/30","Wed",93.897
2456597,"2013/10/31","Thu",94.073
2456598,"2013/11/01","Fri",94.607
"(C) 2013 Prof. Werner Antweiler, UBC"
