"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456262,"2012/11/30","Fri",1.0069
2456265,"2012/12/03","Mon",1.0072
2456266,"2012/12/04","Tue",1.0073
2456267,"2012/12/05","Wed",1.0089
2456268,"2012/12/06","Thu",1.0091
2456269,"2012/12/07","Fri",1.0111
"(C) 2012 Prof. Werner Antweiler, UBC"
