"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455985,"2012/02/27","Mon",0.93066
2455986,"2012/02/28","Tue",0.93310
2455987,"2012/02/29","Wed",0.94056
2455988,"2012/03/01","Thu",0.93994
2455989,"2012/03/02","Fri",0.94109
"(C) 2012 Prof. Werner Antweiler, UBC"
