"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456587,"2013/10/21","Mon",95.329
2456588,"2013/10/22","Tue",95.511
2456589,"2013/10/23","Wed",93.721
2456590,"2013/10/24","Thu",93.458
2456591,"2013/10/25","Fri",93.284
"(C) 2013 Prof. Werner Antweiler, UBC"
