"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456202,"2012/10/01","Mon",1.0176
2456203,"2012/10/02","Tue",1.0174
2456204,"2012/10/03","Wed",1.0132
2456205,"2012/10/04","Thu",1.0181
2456206,"2012/10/05","Fri",1.0243
"(C) 2012 Prof. Werner Antweiler, UBC"
