"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455894,"2011/11/28","Mon",0.89238
2455895,"2011/11/29","Tue",0.89310
2455896,"2011/11/30","Wed",0.89310
2455897,"2011/12/01","Thu",0.89823
2455898,"2011/12/02","Fri",0.90695
"(C) 2011 Prof. Werner Antweiler, UBC"
