"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456202,"2012/10/01","Mon",0.63044
2456203,"2012/10/02","Tue",0.62865
2456204,"2012/10/03","Wed",0.63024
2456205,"2012/10/04","Thu",0.62988
2456206,"2012/10/05","Fri",0.63247
"(C) 2012 Prof. Werner Antweiler, UBC"
