"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456286,"2012/12/24","Mon",0.92421
2456289,"2012/12/27","Thu",0.91861
2456290,"2012/12/28","Fri",0.91726
"(C) 2012 Prof. Werner Antweiler, UBC"
