"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456531,"2013/08/26","Mon",0.71149
2456532,"2013/08/27","Tue",0.71124
2456533,"2013/08/28","Wed",0.71526
2456534,"2013/08/29","Thu",0.71829
2456535,"2013/08/30","Fri",0.71808
"(C) 2013 Prof. Werner Antweiler, UBC"
