"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455642,"2011/03/21","Mon",82.988
2455643,"2011/03/22","Tue",82.919
2455644,"2011/03/23","Wed",82.440
2455645,"2011/03/24","Thu",82.919
2455646,"2011/03/25","Fri",82.988
"(C) 2011 Prof. Werner Antweiler, UBC"
