"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456539,"2013/09/03","Tue",0.94940
2456540,"2013/09/04","Wed",0.95402
2456541,"2013/09/05","Thu",0.95238
2456542,"2013/09/06","Fri",0.96246
"(C) 2013 Prof. Werner Antweiler, UBC"
