"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456258,"2012/11/26","Mon",0.96200
2456259,"2012/11/27","Tue",0.96219
2456260,"2012/11/28","Wed",0.96200
2456261,"2012/11/29","Thu",0.96618
2456262,"2012/11/30","Fri",0.96553
"(C) 2012 Prof. Werner Antweiler, UBC"
