"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456629,"2013/12/02","Mon",0.57461
2456630,"2013/12/03","Tue",0.57136
2456631,"2013/12/04","Wed",0.57176
2456632,"2013/12/05","Thu",0.57574
2456633,"2013/12/06","Fri",0.57442
"(C) 2013 Prof. Werner Antweiler, UBC"
