"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456496,"2013/07/22","Mon",96.339
2456497,"2013/07/23","Tue",96.805
2456498,"2013/07/24","Wed",97.276
2456499,"2013/07/25","Thu",96.805
2456500,"2013/07/26","Fri",95.511
"(C) 2013 Prof. Werner Antweiler, UBC"
