"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455866,"2011/10/31","Mon",1.00654
2455867,"2011/11/01","Tue",0.98058
2455868,"2011/11/02","Wed",0.98756
2455869,"2011/11/03","Thu",0.98746
2455870,"2011/11/04","Fri",0.98232
"(C) 2011 Prof. Werner Antweiler, UBC"
