"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456476,"2013/07/02","Tue",0.72961
2456477,"2013/07/03","Wed",0.73073
2456478,"2013/07/04","Thu",0.73638
2456479,"2013/07/05","Fri",0.73746
"(C) 2013 Prof. Werner Antweiler, UBC"
