"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455593,"2011/01/31","Mon",81.766
2455594,"2011/02/01","Tue",82.102
2455595,"2011/02/02","Wed",82.781
2455596,"2011/02/03","Thu",82.305
2455597,"2011/02/04","Fri",82.850
"(C) 2011 Prof. Werner Antweiler, UBC"
