"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456132,"2012/07/23","Mon",0.98309
2456133,"2012/07/24","Tue",0.97962
2456134,"2012/07/25","Wed",0.98222
2456135,"2012/07/26","Thu",0.99000
2456136,"2012/07/27","Fri",0.99404
"(C) 2012 Prof. Werner Antweiler, UBC"
