"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456748,"2014/03/31","Mon",93.197
2456749,"2014/04/01","Tue",93.897
2456750,"2014/04/02","Wed",94.073
2456751,"2014/04/03","Thu",94.162
2456752,"2014/04/04","Fri",94.162
"(C) 2014 Prof. Werner Antweiler, UBC"
