"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455803,"2011/08/29","Mon",1.0225
2455804,"2011/08/30","Tue",1.0211
2455805,"2011/08/31","Wed",1.0221
2455806,"2011/09/01","Thu",1.0254
2455807,"2011/09/02","Fri",1.0189
"(C) 2011 Prof. Werner Antweiler, UBC"
