"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455866,"2011/10/31","Mon",0.62360
2455867,"2011/11/01","Tue",0.61497
2455868,"2011/11/02","Wed",0.61831
2455869,"2011/11/03","Thu",0.61877
2455870,"2011/11/04","Fri",0.61301
"(C) 2011 Prof. Werner Antweiler, UBC"
