"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456444,"2013/05/31","Fri",0.74477
2456447,"2013/06/03","Mon",0.74195
2456448,"2013/06/04","Tue",0.73915
2456449,"2013/06/05","Wed",0.73855
2456450,"2013/06/06","Thu",0.73741
2456451,"2013/06/07","Fri",0.73964
"(C) 2013 Prof. Werner Antweiler, UBC"
