"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455796,"2011/08/22","Mon",0.70220
2455797,"2011/08/23","Tue",0.70166
2455798,"2011/08/24","Wed",0.70284
2455799,"2011/08/25","Thu",0.70656
2455800,"2011/08/26","Fri",0.70180
"(C) 2011 Prof. Werner Antweiler, UBC"
