"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456230,"2012/10/29","Mon",0.93624
2456231,"2012/10/30","Tue",0.93153
2456232,"2012/10/31","Wed",0.93153
2456233,"2012/11/01","Thu",0.93519
2456234,"2012/11/02","Fri",0.94295
"(C) 2012 Prof. Werner Antweiler, UBC"
