"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456622,"2013/11/25","Mon",0.58689
2456623,"2013/11/26","Tue",0.58586
2456624,"2013/11/27","Wed",0.58022
2456625,"2013/11/28","Thu",0.57767
2456626,"2013/11/29","Fri",0.57630
"(C) 2013 Prof. Werner Antweiler, UBC"
