"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456405,"2013/04/22","Mon",0.95021
2456406,"2013/04/23","Tue",0.94985
2456407,"2013/04/24","Wed",0.94958
2456408,"2013/04/25","Thu",0.95184
2456409,"2013/04/26","Fri",0.95712
"(C) 2013 Prof. Werner Antweiler, UBC"
