"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455733,"2011/06/20","Mon",0.86014
2455734,"2011/06/21","Tue",0.86723
2455735,"2011/06/22","Wed",0.85925
2455736,"2011/06/23","Thu",0.85521
2455737,"2011/06/24","Fri",0.85020
"(C) 2011 Prof. Werner Antweiler, UBC"
