"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456377,"2013/03/25","Mon",0.64454
2456378,"2013/03/26","Tue",0.64906
2456379,"2013/03/27","Wed",0.65075
2456380,"2013/03/28","Thu",0.64863
"(C) 2013 Prof. Werner Antweiler, UBC"
