"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456566,"2013/09/30","Mon",0.60100
2456567,"2013/10/01","Tue",0.59712
2456568,"2013/10/02","Wed",0.59662
2456569,"2013/10/03","Thu",0.59920
2456570,"2013/10/04","Fri",0.60386
"(C) 2013 Prof. Werner Antweiler, UBC"
