"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456013,"2012/03/26","Mon",0.91124
2456014,"2012/03/27","Tue",0.91041
2456015,"2012/03/28","Wed",0.90794
2456016,"2012/03/29","Thu",0.90843
2456017,"2012/03/30","Fri",0.90359
"(C) 2012 Prof. Werner Antweiler, UBC"
