"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456314,"2013/01/21","Mon",0.75614
2456315,"2013/01/22","Tue",0.75672
2456316,"2013/01/23","Wed",0.75256
2456317,"2013/01/24","Thu",0.74560
2456318,"2013/01/25","Fri",0.73741
"(C) 2013 Prof. Werner Antweiler, UBC"
