"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456230,"2012/10/29","Mon",0.99960
2456231,"2012/10/30","Tue",1.00060
2456232,"2012/10/31","Wed",1.00040
2456233,"2012/11/01","Thu",1.00271
2456234,"2012/11/02","Fri",1.00361
"(C) 2012 Prof. Werner Antweiler, UBC"
