"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455887,"2011/11/21","Mon",0.88191
2455888,"2011/11/22","Tue",0.88214
2455889,"2011/11/23","Wed",0.87812
2455890,"2011/11/24","Thu",0.87843
2455891,"2011/11/25","Fri",0.88597
"(C) 2011 Prof. Werner Antweiler, UBC"
