"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456689,"2014/01/31","Fri",1.0288
2456692,"2014/02/03","Mon",1.0288
2456693,"2014/02/04","Tue",1.0124
2456694,"2014/02/05","Wed",1.0110
2456695,"2014/02/06","Thu",1.0080
2456696,"2014/02/07","Fri",1.0132
"(C) 2014 Prof. Werner Antweiler, UBC"
