"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456112,"2012/07/03","Tue",0.95978
2456113,"2012/07/04","Wed",0.96043
2456114,"2012/07/05","Thu",0.95914
2456115,"2012/07/06","Fri",0.96256
"(C) 2012 Prof. Werner Antweiler, UBC"
