"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455866,"2011/10/31","Mon",0.87642
2455867,"2011/11/01","Tue",0.87306
2455868,"2011/11/02","Wed",0.86987
2455869,"2011/11/03","Thu",0.87245
2455870,"2011/11/04","Fri",0.87237
"(C) 2011 Prof. Werner Antweiler, UBC"
