"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455684,"2011/05/02","Mon",0.70842
2455685,"2011/05/03","Tue",0.70842
2455686,"2011/05/04","Wed",0.70254
2455687,"2011/05/05","Thu",0.70927
2455688,"2011/05/06","Fri",0.71736
"(C) 2011 Prof. Werner Antweiler, UBC"
