"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456112,"2012/07/03","Tue",0.98785
2456113,"2012/07/04","Wed",0.98736
2456114,"2012/07/05","Thu",0.98707
2456115,"2012/07/06","Fri",0.98049
"(C) 2012 Prof. Werner Antweiler, UBC"
